Tunisia,TUN,2.536523191,2.504809913
Turkiye,TUR,5.066401211,4.972025981
Tuvalu,TUV,0.923531564,0.920386542
Tanzania,TZA,0.210247449,0.206574427
Uganda,UGA,0.128840659,0.14115246
Ukraine,UKR,3.902198828,4.159783074
Upper middle income,UMC,6.195026404,6.341486224
Uruguay,URY,1.782479079,1.908351273
United States,USA,14.82326087,15.22254765
Uzbekistan,UZB,3.381745391,3.412721809
St. Vincent and the Grenadines,VCT,2.17908274,2.374597506
"Venezuela, RB",VEN,4.607466947,4.430079197
British Virgin Islands,VGB,,
Virgin Islands (U.S.),VIR,,
Vietnam,VNM,2.450734097,3.009029365
Vanuatu,VUT,0.585724185,0.706361945
World,WLD,4.422517928,4.475378704
Samoa,WSM,1.493040516,1.382921358
Kosovo,XKX,,
"Yemen, Rep.",YEM,0.33328463,0.31568166
South Africa,ZAF,7.691396451,7.575039606
Zambia,ZMB,0.393685899,0.433395739
Zimbabwe,ZWE,0.700964637,0.822472016
