Hungary,HUN,4.407180501
IBRD only,IBD,4.24235913
IDA & IBRD total,IBT,3.307792028
IDA total,IDA,0.49032028
IDA blend,IDB,0.806049777
Indonesia,IDN,1.885623811
IDA only,IDX,0.32814001
Isle of Man,IMN,
India,IND,1.631321083
Not classified,INX,
Ireland,IRL,7.881824817
"Iran, Islamic Rep.",IRN,7.325759038
Iraq,IRQ,3.526952108
Iceland,ISL,6.227045154
Israel,ISR,7.892507176
Italy,ITA,5.563259469
Jamaica,JAM,2.537176489
Jordan,JOR,2.665825118
Japan,JPN,9.276629423
Kazakhstan,KAZ,10.87226272
Kenya,KEN,0.367330896
Kyrgyz Republic,KGZ,1.724051177
Cambodia,KHM,0.546780459
Kiribati,KIR,0.514107968
St. Kitts and Nevis,KNA,5.021971011
"Korea, Rep.",KOR,11.91474367
Kuwait,KWT,22.77458422
Latin America & Caribbean (excluding high income),LAC,2.613683933
Lao PDR,LAO,1.308302923
Lebanon,LBN,4.221011641
Liberia,LBR,0.273180857
Libya,LBY,8.289414376
St. Lucia,LCA,2.84700751
Latin America & Caribbean,LCN,2.858648099
Least developed countries: UN classification,LDC,0.295799618
Low income,LIC,0.242850039
Liechtenstein,LIE,4.283228388
Sri Lanka,LKA,0.970910854
Lower middle income,LMC,1.597940899
Low & middle income,LMY,3.252867547
Lesotho,LSO,0.306817811
Late-demographic dividend,LTE,6.355090365
Lithuania,LTU,3.810789214
Luxembourg,LUX,16.02867977
Latvia,LVA,3.701593036
"Macao SAR, China",MAC,
St. Martin (French part),MAF,
Morocco,MAR,1.741903173
Monaco,MCO,
Moldova,MDA,2.827948756
Madagascar,MDG,0.131987107
Maldives,MDV,3.145217215
Middle East & North Africa,MEA,5.591071635
Mexico,MEX,3.925346727
Marshall Islands,MHL,3.035822829
Middle income,MIC,3.58358825
North Macedonia,MKD,3.579319286
Mali,MLI,0.201513766
Malta,MLT,3.729892769
Myanmar,MMR,0.369824019
Middle East & North Africa (excluding high income),MNA,3.605572618
Montenegro,MNE,3.793242395
Mongolia,MNG,5.835232337
Northern Mariana Islands,MNP,
Mozambique,MOZ,0.205638319
Mauritania,MRT,0.902129112
Mauritius,MUS,3.136372847
Malawi,MWI,0.054903075
Malaysia,MYS,7.613417385
North America,NAC,15.57121575
Namibia,NAM,1.839923095
New Caledonia,NCL,
Niger,NER,0.104828443
Nigeria,NGA,0.585665602
Nicaragua,NIC,0.836694131
Netherlands,NLD,9.292250246
Norway,NOR,7.610906295
Nepal,NPL,0.260409831
Nauru,NRU,5.364327104
New Zealand,NZL,7.003080396
OECD members,OED,9.041195885
Oman,OMN,16.73037807
Other small states,OSS,6.256087694
Pakistan,PAK,0.777980523
Panama,PAN,2.704001039
Peru,PER,1.776186591
Philippines,PHL,1.077438915
Palau,PLW,11.80173055
Papua New Guinea,PNG,0.749812228
Poland,POL,7.610089275
Pre-demographic dividend,PRE,0.492059823
Puerto Rico,PRI,
"Korea, Dem. People's Rep.",PRK,0.993743981
Portugal,PRT,4.812669696
Paraguay,PRY,1.031086345
West Bank and Gaza,PSE,
Pacific island small states,PSS,1.163926022
Post-demographic dividend,PST,10.10358798
French Polynesia,PYF,
Qatar,QAT,35.11179773
Romania,ROU,3.700112058
Russian Federation,RUS,11.05201007
Rwanda,RWA,0.084171044
South Asia,SAS,1.368865188
Saudi Arabia,SAU,17.2577901
Sudan,SDN,0.490160379
Senegal,SEN,0.647108027
Singapore,SGP,8.207765834
Solomon Islands,SLB,0.505990276
Sierra Leone,SLE,0.124405778
El Salvador,SLV,1.123403283
San Marino,SMR,
Somalia,SOM,0.047224965
Serbia,SRB,6.397117589
Sub-Saharan Africa (excluding high income),SSA,0.76534413
South Sudan,SSD,0.175982438
Sub-Saharan Africa,SSF,0.765778851
Small states,SST,5.791357116
Sao Tome and Principe,STP,0.596646831
Suriname,SUR,4.726530307
Slovak Republic,SVK,5.669455793
Slovenia,SVN,6.367726166
Sweden,SWE,3.999311639
Eswatini,SWZ,0.679050653
Sint Maarten (Dutch part),SXM,
Seychelles,SYC,5.459274778
Syrian Arab Republic,SYR,1.315791005
Turks and Caicos Islands,TCA,
Chad,TCD,0.169020777
East Asia & Pacific (IDA & IBRD countries),TEA,5.554605284
Europe & Central Asia (IDA & IBRD countries),TEC,6.901387547
Togo,TGO,0.244874076
Thailand,THA,3.75563361
Tajikistan,TJK,0.574843252
Turkmenistan,TKM,12.72884415
Latin America & the Caribbean (IDA & IBRD countries),TLA,2.837153528
Timor-Leste,TLS,0.431244298
Middle East & North Africa (IDA & IBRD countries),TMN,3.607483689
Tonga,TON,1.13077399
South Asia (IDA & IBRD),TSA,1.368865188
Sub-Saharan Africa (IDA & IBRD countries),TSS,0.765778851
Trinidad and Tobago,TTO,14.60781804
Tunisia,TUN,2.637184838
Turkiye,TUR,4.414398847
Tuvalu,TUV,0.91937113
Tanzania,TZA,0.222485183
Uganda,UGA,0.12594271
Ukraine,UKR,4.231515591
Upper middle income,UMC,6.157972587
Uruguay,URY,1.951323834
United States,USA,15.56003496
Uzbekistan,UZB,3.168481901
St. Vincent and the Grenadines,VCT,2.347814654
"Venezuela, RB",VEN,5.343318781
British Virgin Islands,VGB,
Virgin Islands (U.S.),VIR,
Vietnam,VNM,2.393390259
Vanuatu,VUT,0.506442676
World,WLD,4.455899133
Samoa,WSM,1.178949824
Kosovo,XKX,
"Yemen, Rep.",YEM,0.475162759
South Africa,ZAF,7.602658848
Zambia,ZMB,0.305264022
Zimbabwe,ZWE,0.878138865
